,Year,STATE,ENERGY SOURCE,GENERATION (MWh),Date,TOTAL_rev,TOTAL_sales,TOTAL_cust,TOTAL_price,Temperature,Delta from Mean Temp,Percipitation (in),Delta from Mean Pcp,Z-index Drought,Delta from Mean Z
206,2004,US-TOTAL,Solar Thermal and Photovoltaic,575157.0,2004-01-01,270119217.0,3547479479.0,0.0,7.547,53.095,1.076,33.25,3.31,1.235,1.138
208,2004,US-TOTAL,Wind,14143741.0,2004-01-01,270119217.0,3547479479.0,0.0,7.547,53.095,1.076,33.25,3.31,1.235,1.138
209,2004,US-TOTAL,Wood and Wood Derived Fuels,38116884.0,2004-01-01,270119217.0,3547479479.0,0.0,7.547,53.095,1.076,33.25,3.31,1.235,1.138
210,2005,US-TOTAL,Coal,2012873046.0,2005-01-01,298002811.0,3660968521.0,0.0,8.086,53.638,1.618,30.08,0.14,-0.105,-0.202
211,2005,US-TOTAL,Geothermal,14691743.0,2005-01-01,298002811.0,3660968521.0,0.0,8.086,53.638,1.618,30.08,0.14,-0.105,-0.202
212,2005,US-TOTAL,Hydroelectric Conventional,270321256.0,2005-01-01,298002811.0,3660968521.0,0.0,8.086,53.638,1.618,30.08,0.14,-0.105,-0.202
213,2005,US-TOTAL,Natural Gas,760960255.0,2005-01-01,298002811.0,3660968521.0,0.0,8.086,53.638,1.618,30.08,0.14,-0.105,-0.202
214,2005,US-TOTAL,Nuclear,781986365.0,2005-01-01,298002811.0,3660968521.0,0.0,8.086,53.638,1.618,30.08,0.14,-0.105,-0.202
215,2005,US-TOTAL,Other,12821060.0,2005-01-01,298002811.0,3660968521.0,0.0,8.086,53.638,1.618,30.08,0.14,-0.105,-0.202
216,2005,US-TOTAL,Other Biomass,15420393.0,2005-01-01,298002811.0,3660968521.0,0.0,8.086,53.638,1.618,30.08,0.14,-0.105,-0.202
217,2005,US-TOTAL,Other Gases,13464144.0,2005-01-01,298002811.0,3660968521.0,0.0,8.086,53.638,1.618,30.08,0.14,-0.105,-0.202
218,2005,US-TOTAL,Petroleum,122225015.0,2005-01-01,298002811.0,3660968521.0,0.0,8.086,53.638,1.618,30.08,0.14,-0.105,-0.202
219,2005,US-TOTAL,Pumped Storage,-6557789.0,2005-01-01,298002811.0,3660968521.0,0.0,8.086,53.638,1.618,30.08,0.14,-0.105,-0.202
220,2005,US-TOTAL,Solar Thermal and Photovoltaic,550294.0,2005-01-01,298002811.0,3660968521.0,0.0,8.086,53.638,1.618,30.08,0.14,-0.105,-0.202
222,2005,US-TOTAL,Wind,17810551.0,2005-01-01,298002811.0,3660968521.0,0.0,8.086,53.638,1.618,30.08,0.14,-0.105,-0.202
223,2005,US-TOTAL,Wood and Wood Derived Fuels,38856416.0,2005-01-01,298002811.0,3660968521.0,0.0,8.086,53.638,1.618,30.08,0.14,-0.105,-0.202
224,2006,US-TOTAL,Coal,1990511135.0,2006-01-01,326505965.0,3669918842.0,0.0,8.838,54.252,2.233,29.82,-0.12,-0.694,-0.792
225,2006,US-TOTAL,Geothermal,14568028.0,2006-01-01,326505965.0,3669918842.0,0.0,8.838,54.252,2.233,29.82,-0.12,-0.694,-0.792
226,2006,US-TOTAL,Hydroelectric Conventional,289246416.0,2006-01-01,326505965.0,3669918842.0,0.0,8.838,54.252,2.233,29.82,-0.12,-0.694,-0.792
227,2006,US-TOTAL,Natural Gas,816440769.0,2006-01-01,326505965.0,3669918842.0,0.0,8.838,54.252,2.233,29.82,-0.12,-0.694,-0.792
228,2006,US-TOTAL,Nuclear,787218636.0,2006-01-01,326505965.0,3669918842.0,0.0,8.838,54.252,2.233,29.82,-0.12,-0.694,-0.792
229,2006,US-TOTAL,Other,12974398.0,2006-01-01,326505965.0,3669918842.0,0.0,8.838,54.252,2.233,29.82,-0.12,-0.694,-0.792
230,2006,US-TOTAL,Other Biomass,16098523.0,2006-01-01,326505965.0,3669918842.0,0.0,8.838,54.252,2.233,29.82,-0.12,-0.694,-0.792
231,2006,US-TOTAL,Other Gases,14176809.0,2006-01-01,326505965.0,3669918842.0,0.0,8.838,54.252,2.233,29.82,-0.12,-0.694,-0.792
232,2006,US-TOTAL,Petroleum,64166415.0,2006-01-01,326505965.0,3669918842.0,0.0,8.838,54.252,2.233,29.82,-0.12,-0.694,-0.792
233,2006,US-TOTAL,Pumped Storage,-6557842.0,2006-01-01,326505965.0,3669918842.0,0.0,8.838,54.252,2.233,29.82,-0.12,-0.694,-0.792
234,2006,US-TOTAL,Solar Thermal and Photovoltaic,507704.0,2006-01-01,326505965.0,3669918842.0,0.0,8.838,54.252,2.233,29.82,-0.12,-0.694,-0.792
236,2006,US-TOTAL,Wind,26589138.0,2006-01-01,326505965.0,3669918842.0,0.0,8.838,54.252,2.233,29.82,-0.12,-0.694,-0.792
237,2006,US-TOTAL,Wood and Wood Derived Fuels,38762095.0,2006-01-01,326505965.0,3669918842.0,0.0,8.838,54.252,2.233,29.82,-0.12,-0.694,-0.792
238,2007,US-TOTAL,Coal,2016455585.0,2007-01-01,343702557.0,3764560731.0,117619553.833,9.187,53.653,1.634,29.18,-0.76,-0.769,-0.867
239,2007,US-TOTAL,Geothermal,14637212.0,2007-01-01,343702557.0,3764560731.0,117619553.833,9.187,53.653,1.634,29.18,-0.76,-0.769,-0.867
240,2007,US-TOTAL,Hydroelectric Conventional,247509975.0,2007-01-01,343702557.0,3764560731.0,117619553.833,9.187,53.653,1.634,29.18,-0.76,-0.769,-0.867
241,2007,US-TOTAL,Natural Gas,896589793.0,2007-01-01,343702557.0,3764560731.0,117619553.833,9.187,53.653,1.634,29.18,-0.76,-0.769,-0.867
242,2007,US-TOTAL,Nuclear,806424753.0,2007-01-01,343702557.0,3764560731.0,117619553.833,9.187,53.653,1.634,29.18,-0.76,-0.769,-0.867
243,2007,US-TOTAL,Other,12231131.0,2007-01-01,343702557.0,3764560731.0,117619553.833,9.187,53.653,1.634,29.18,-0.76,-0.769,-0.867
244,2007,US-TOTAL,Other Biomass,16524554.0,2007-01-01,343702557.0,3764560731.0,117619553.833,9.187,53.653,1.634,29.18,-0.76,-0.769,-0.867
245,2007,US-TOTAL,Other Gases,13453354.0,2007-01-01,343702557.0,3764560731.0,117619553.833,9.187,53.653,1.634,29.18,-0.76,-0.769,-0.867
246,2007,US-TOTAL,Petroleum,65738977.0,2007-01-01,343702557.0,3764560731.0,117619553.833,9.187,53.653,1.634,29.18,-0.76,-0.769,-0.867
247,2007,US-TOTAL,Pumped Storage,-6896352.0,2007-01-01,343702557.0,3764560731.0,117619553.833,9.187,53.653,1.634,29.18,-0.76,-0.769,-0.867
248,2007,US-TOTAL,Solar Thermal and Photovoltaic,611793.0,2007-01-01,343702557.0,3764560731.0,117619553.833,9.187,53.653,1.634,29.18,-0.76,-0.769,-0.867
250,2007,US-TOTAL,Wind,34449927.0,2007-01-01,343702557.0,3764560731.0,117619553.833,9.187,53.653,1.634,29.18,-0.76,-0.769,-0.867
251,2007,US-TOTAL,Wood and Wood Derived Fuels,39014025.0,2007-01-01,343702557.0,3764560731.0,117619553.833,9.187,53.653,1.634,29.18,-0.76,-0.769,-0.867
252,2008,US-TOTAL,Coal,1985801245.0,2008-01-01,363583107.0,3733964624.0,143395690.833,9.978,52.294,0.275,31.24,1.3,0.361,0.263
253,2008,US-TOTAL,Geothermal,14839976.0,2008-01-01,363583107.0,3733964624.0,143395690.833,9.978,52.294,0.275,31.24,1.3,0.361,0.263
254,2008,US-TOTAL,Hydroelectric Conventional,254831383.0,2008-01-01,363583107.0,3733964624.0,143395690.833,9.978,52.294,0.275,31.24,1.3,0.361,0.263
255,2008,US-TOTAL,Natural Gas,882980600.0,2008-01-01,363583107.0,3733964624.0,143395690.833,9.978,52.294,0.275,31.24,1.3,0.361,0.263
256,2008,US-TOTAL,Nuclear,806208435.0,2008-01-01,363583107.0,3733964624.0,143395690.833,9.978,52.294,0.275,31.24,1.3,0.361,0.263
257,2008,US-TOTAL,Other,11803666.0,2008-01-01,363583107.0,3733964624.0,143395690.833,9.978,52.294,0.275,31.24,1.3,0.361,0.263
258,2008,US-TOTAL,Other Biomass,17733759.0,2008-01-01,363583107.0,3733964624.0,143395690.833,9.978,52.294,0.275,31.24,1.3,0.361,0.263
259,2008,US-TOTAL,Other Gases,11706876.0,2008-01-01,363583107.0,3733964624.0,143395690.833,9.978,52.294,0.275,31.24,1.3,0.361,0.263
260,2008,US-TOTAL,Petroleum,46242612.0,2008-01-01,363583107.0,3733964624.0,143395690.833,9.978,52.294,0.275,31.24,1.3,0.361,0.263
261,2008,US-TOTAL,Pumped Storage,-6288062.0,2008-01-01,363583107.0,3733964624.0,143395690.833,9.978,52.294,0.275,31.24,1.3,0.361,0.263
262,2008,US-TOTAL,Solar Thermal and Photovoltaic,864315.0,2008-01-01,363583107.0,3733964624.0,143395690.833,9.978,52.294,0.275,31.24,1.3,0.361,0.263
264,2008,US-TOTAL,Wind,55363101.0,2008-01-01,363583107.0,3733964624.0,143395690.833,9.978,52.294,0.275,31.24,1.3,0.361,0.263
265,2008,US-TOTAL,Wood and Wood Derived Fuels,37299855.0,2008-01-01,363583107.0,3733964624.0,143395690.833,9.978,52.294,0.275,31.24,1.3,0.361,0.263
266,2009,US-TOTAL,Coal,1755904253.0,2009-01-01,353289274.0,3596795150.0,143529126.25,9.935,52.39,0.371,32.3,2.36,1.15,1.052
267,2009,US-TOTAL,Geothermal,15008659.0,2009-01-01,353289274.0,3596795150.0,143529126.25,9.935,52.39,0.371,32.3,2.36,1.15,1.052
268,2009,US-TOTAL,Hydroelectric Conventional,273445095.0,2009-01-01,353289274.0,3596795150.0,143529126.25,9.935,52.39,0.371,32.3,2.36,1.15,1.052
269,2009,US-TOTAL,Natural Gas,920978681.0,2009-01-01,353289274.0,3596795150.0,143529126.25,9.935,52.39,0.371,32.3,2.36,1.15,1.052
270,2009,US-TOTAL,Nuclear,798854585.0,2009-01-01,353289274.0,3596795150.0,143529126.25,9.935,52.39,0.371,32.3,2.36,1.15,1.052
271,2009,US-TOTAL,Other,11928333.0,2009-01-01,353289274.0,3596795150.0,143529126.25,9.935,52.39,0.371,32.3,2.36,1.15,1.052
272,2009,US-TOTAL,Other Biomass,18442596.0,2009-01-01,353289274.0,3596795150.0,143529126.25,9.935,52.39,0.371,32.3,2.36,1.15,1.052
273,2009,US-TOTAL,Other Gases,10632107.0,2009-01-01,353289274.0,3596795150.0,143529126.25,9.935,52.39,0.371,32.3,2.36,1.15,1.052
274,2009,US-TOTAL,Petroleum,38936515.0,2009-01-01,353289274.0,3596795150.0,143529126.25,9.935,52.39,0.371,32.3,2.36,1.15,1.052
275,2009,US-TOTAL,Pumped Storage,-4627345.0,2009-01-01,353289274.0,3596795150.0,143529126.25,9.935,52.39,0.371,32.3,2.36,1.15,1.052
276,2009,US-TOTAL,Solar Thermal and Photovoltaic,891180.0,2009-01-01,353289274.0,3596795150.0,143529126.25,9.935,52.39,0.371,32.3,2.36,1.15,1.052
278,2009,US-TOTAL,Wind,73886132.0,2009-01-01,353289274.0,3596795150.0,143529126.25,9.935,52.39,0.371,32.3,2.36,1.15,1.052
279,2009,US-TOTAL,Wood and Wood Derived Fuels,36050138.0,2009-01-01,353289274.0,3596795150.0,143529126.25,9.935,52.39,0.371,32.3,2.36,1.15,1.052
280,2010,US-TOTAL,Coal,1847290278.0,2010-01-01,368918125.0,3754841377.0,144139861.75,10.082,52.984,0.965,31.37,1.43,0.396,0.298
281,2010,US-TOTAL,Geothermal,15219213.0,2010-01-01,368918125.0,3754841377.0,144139861.75,10.082,52.984,0.965,31.37,1.43,0.396,0.298
282,2010,US-TOTAL,Hydroelectric Conventional,260203068.0,2010-01-01,368918125.0,3754841377.0,144139861.75,10.082,52.984,0.965,31.37,1.43,0.396,0.298
283,2010,US-TOTAL,Natural Gas,987697234.0,2010-01-01,368918125.0,3754841377.0,144139861.75,10.082,52.984,0.965,31.37,1.43,0.396,0.298
284,2010,US-TOTAL,Nuclear,806968301.0,2010-01-01,368918125.0,3754841377.0,144139861.75,10.082,52.984,0.965,31.37,1.43,0.396,0.298
285,2010,US-TOTAL,Other,12855342.0,2010-01-01,368918125.0,3754841377.0,144139861.75,10.082,52.984,0.965,31.37,1.43,0.396,0.298
286,2010,US-TOTAL,Other Biomass,18917206.0,2010-01-01,368918125.0,3754841377.0,144139861.75,10.082,52.984,0.965,31.37,1.43,0.396,0.298
287,2010,US-TOTAL,Other Gases,11312787.0,2010-01-01,368918125.0,3754841377.0,144139861.75,10.082,52.984,0.965,31.37,1.43,0.396,0.298
288,2010,US-TOTAL,Petroleum,37061014.0,2010-01-01,368918125.0,3754841377.0,144139861.75,10.082,52.984,0.965,31.37,1.43,0.396,0.298
289,2010,US-TOTAL,Pumped Storage,-5501132.0,2010-01-01,368918125.0,3754841377.0,144139861.75,10.082,52.984,0.965,31.37,1.43,0.396,0.298
290,2010,US-TOTAL,Solar Thermal and Photovoltaic,1212181.0,2010-01-01,368918125.0,3754841377.0,144139861.75,10.082,52.984,0.965,31.37,1.43,0.396,0.298
292,2010,US-TOTAL,Wind,94652246.0,2010-01-01,368918125.0,3754841377.0,144139861.75,10.082,52.984,0.965,31.37,1.43,0.396,0.298
293,2010,US-TOTAL,Wood and Wood Derived Fuels,37172160.0,2010-01-01,368918125.0,3754841377.0,144139861.75,10.082,52.984,0.965,31.37,1.43,0.396,0.298
294,2011,US-TOTAL,Coal,1733430005.34,2011-01-01,371049086.0,3749846184.0,144508981.583,10.292,53.183,1.164,30.1,0.16,-0.337,-0.435
295,2011,US-TOTAL,Geothermal,15363825.99,2011-01-01,371049086.0,3749846184.0,144508981.583,10.292,53.183,1.164,30.1,0.16,-0.337,-0.435
296,2011,US-TOTAL,Hydroelectric Conventional,319354903.45,2011-01-01,371049086.0,3749846184.0,144508981.583,10.292,53.183,1.164,30.1,0.16,-0.337,-0.435
297,2011,US-TOTAL,Natural Gas,1013688929.26,2011-01-01,371049086.0,3749846184.0,144508981.583,10.292,53.183,1.164,30.1,0.16,-0.337,-0.435
298,2011,US-TOTAL,Nuclear,790204367.0,2011-01-01,371049086.0,3749846184.0,144508981.583,10.292,53.183,1.164,30.1,0.16,-0.337,-0.435
299,2011,US-TOTAL,Other,14105841.45,2011-01-01,371049086.0,3749846184.0,144508981.583,10.292,53.183,1.164,30.1,0.16,-0.337,-0.435
300,2011,US-TOTAL,Other Biomass,19221763.21,2011-01-01,371049086.0,3749846184.0,144508981.583,10.292,53.183,1.164,30.1,0.16,-0.337,-0.435
301,2011,US-TOTAL,Other Gases,11566200.33,2011-01-01,371049086.0,3749846184.0,144508981.583,10.292,53.183,1.164,30.1,0.16,-0.337,-0.435
302,2011,US-TOTAL,Petroleum,30182245.08,2011-01-01,371049086.0,3749846184.0,144508981.583,10.292,53.183,1.164,30.1,0.16,-0.337,-0.435
303,2011,US-TOTAL,Pumped Storage,-5905392.01,2011-01-01,371049086.0,3749846184.0,144508981.583,10.292,53.183,1.164,30.1,0.16,-0.337,-0.435
304,2011,US-TOTAL,Solar Thermal and Photovoltaic,1817695.65,2011-01-01,371049086.0,3749846184.0,144508981.583,10.292,53.183,1.164,30.1,0.16,-0.337,-0.435
306,2011,US-TOTAL,Wind,120176598.63,2011-01-01,371049086.0,3749846184.0,144508981.583,10.292,53.183,1.164,30.1,0.16,-0.337,-0.435
307,2011,US-TOTAL,Wood and Wood Derived Fuels,37449066.79,2011-01-01,371049086.0,3749846184.0,144508981.583,10.292,53.183,1.164,30.1,0.16,-0.337,-0.435
308,2012,US-TOTAL,Coal,1514042944.55,2012-01-01,363687487.0,3694649791.0,145293583.083,10.323,55.284,3.265,27.53,-2.41,-1.997,-2.094
309,2012,US-TOTAL,Geothermal,15562425.62,2012-01-01,363687487.0,3694649791.0,145293583.083,10.323,55.284,3.265,27.53,-2.41,-1.997,-2.094
310,2012,US-TOTAL,Hydroelectric Conventional,276240223.38,2012-01-01,363687487.0,3694649791.0,145293583.083,10.323,55.284,3.265,27.53,-2.41,-1.997,-2.094
311,2012,US-TOTAL,Natural Gas,1225894175.39,2012-01-01,363687487.0,3694649791.0,145293583.083,10.323,55.284,3.265,27.53,-2.41,-1.997,-2.094
312,2012,US-TOTAL,Nuclear,769331249.0,2012-01-01,363687487.0,3694649791.0,145293583.083,10.323,55.284,3.265,27.53,-2.41,-1.997,-2.094
313,2012,US-TOTAL,Other,13787066.63,2012-01-01,363687487.0,3694649791.0,145293583.083,10.323,55.284,3.265,27.53,-2.41,-1.997,-2.094
314,2012,US-TOTAL,Other Biomass,19823036.86,2012-01-01,363687487.0,3694649791.0,145293583.083,10.323,55.284,3.265,27.53,-2.41,-1.997,-2.094
315,2012,US-TOTAL,Other Gases,11897585.08,2012-01-01,363687487.0,3694649791.0,145293583.083,10.323,55.284,3.265,27.53,-2.41,-1.997,-2.094
316,2012,US-TOTAL,Petroleum,23189541.44,2012-01-01,363687487.0,3694649791.0,145293583.083,10.323,55.284,3.265,27.53,-2.41,-1.997,-2.094
317,2012,US-TOTAL,Pumped Storage,-4950496.0,2012-01-01,363687487.0,3694649791.0,145293583.083,10.323,55.284,3.265,27.53,-2.41,-1.997,-2.094
318,2012,US-TOTAL,Solar Thermal and Photovoltaic,4326675.24,2012-01-01,363687487.0,3694649791.0,145293583.083,10.323,55.284,3.265,27.53,-2.41,-1.997,-2.094
320,2012,US-TOTAL,Wind,140821702.86,2012-01-01,363687487.0,3694649791.0,145293583.083,10.323,55.284,3.265,27.53,-2.41,-1.997,-2.094
321,2012,US-TOTAL,Wood and Wood Derived Fuels,37799129.09,2012-01-01,363687487.0,3694649791.0,145293583.083,10.323,55.284,3.265,27.53,-2.41,-1.997,-2.094
322,2013,US-TOTAL,Coal,1581114715.8,2013-01-01,375057738.5,3724867829.37,146288214.417,10.576,52.427,0.408,31.06,1.12,0.271,0.173
323,2013,US-TOTAL,Geothermal,15774674.08,2013-01-01,375057738.5,3724867829.37,146288214.417,10.576,52.427,0.408,31.06,1.12,0.271,0.173
324,2013,US-TOTAL,Hydroelectric Conventional,268565382.73,2013-01-01,375057738.5,3724867829.37,146288214.417,10.576,52.427,0.408,31.06,1.12,0.271,0.173
325,2013,US-TOTAL,Natural Gas,1124835559.85,2013-01-01,375057738.5,3724867829.37,146288214.417,10.576,52.427,0.408,31.06,1.12,0.271,0.173
326,2013,US-TOTAL,Nuclear,789016473.0,2013-01-01,375057738.5,3724867829.37,146288214.417,10.576,52.427,0.408,31.06,1.12,0.271,0.173
327,2013,US-TOTAL,Other,13587521.8,2013-01-01,375057738.5,3724867829.37,146288214.417,10.576,52.427,0.408,31.06,1.12,0.271,0.173
328,2013,US-TOTAL,Other Biomass,20830489.55,2013-01-01,375057738.5,3724867829.37,146288214.417,10.576,52.427,0.408,31.06,1.12,0.271,0.173
329,2013,US-TOTAL,Other Gases,12852937.16,2013-01-01,375057738.5,3724867829.37,146288214.417,10.576,52.427,0.408,31.06,1.12,0.271,0.173
330,2013,US-TOTAL,Petroleum,27164443.74,2013-01-01,375057738.5,3724867829.37,146288214.417,10.576,52.427,0.408,31.06,1.12,0.271,0.173
331,2013,US-TOTAL,Pumped Storage,-4681033.0,2013-01-01,375057738.5,3724867829.37,146288214.417,10.576,52.427,0.408,31.06,1.12,0.271,0.173
332,2013,US-TOTAL,Solar Thermal and Photovoltaic,9035620.39,2013-01-01,375057738.5,3724867829.37,146288214.417,10.576,52.427,0.408,31.06,1.12,0.271,0.173
334,2013,US-TOTAL,Wind,167839745.45,2013-01-01,375057738.5,3724867829.37,146288214.417,10.576,52.427,0.408,31.06,1.12,0.271,0.173
335,2013,US-TOTAL,Wood and Wood Derived Fuels,40027536.96,2013-01-01,375057738.5,3724867829.37,146288214.417,10.576,52.427,0.408,31.06,1.12,0.271,0.173
336,2014,US-TOTAL,Coal,1585696613.12,2014-01-01,393096410.6,3764700270.75,147373361.667,10.95,52.539,0.52,30.85,0.91,0.377,0.279
337,2014,US-TOTAL,Geothermal,16628434.52,2014-01-01,393096410.6,3764700270.75,147373361.667,10.95,52.539,0.52,30.85,0.91,0.377,0.279
338,2014,US-TOTAL,Hydroelectric Conventional,258748948.25,2014-01-01,393096410.6,3764700270.75,147373361.667,10.95,52.539,0.52,30.85,0.91,0.377,0.279
339,2014,US-TOTAL,Natural Gas,1121927523.07,2014-01-01,393096410.6,3764700270.75,147373361.667,10.95,52.539,0.52,30.85,0.91,0.377,0.279
340,2014,US-TOTAL,Nuclear,797067458.0,2014-01-01,393096410.6,3764700270.75,147373361.667,10.95,52.539,0.52,30.85,0.91,0.377,0.279
341,2014,US-TOTAL,Other,12575953.9,2014-01-01,393096410.6,3764700270.75,147373361.667,10.95,52.539,0.52,30.85,0.91,0.377,0.279
342,2014,US-TOTAL,Other Biomass,21269065.27,2014-01-01,393096410.6,3764700270.75,147373361.667,10.95,52.539,0.52,30.85,0.91,0.377,0.279
343,2014,US-TOTAL,Other Gases,11577838.11,2014-01-01,393096410.6,3764700270.75,147373361.667,10.95,52.539,0.52,30.85,0.91,0.377,0.279
344,2014,US-TOTAL,Petroleum,30488867.9,2014-01-01,393096410.6,3764700270.75,147373361.667,10.95,52.539,0.52,30.85,0.91,0.377,0.279
345,2014,US-TOTAL,Pumped Storage,-6208716.0,2014-01-01,393096410.6,3764700270.75,147373361.667,10.95,52.539,0.52,30.85,0.91,0.377,0.279
346,2014,US-TOTAL,Solar Thermal and Photovoltaic,18321454.11,2014-01-01,393096410.6,3764700270.75,147373361.667,10.95,52.539,0.52,30.85,0.91,0.377,0.279
348,2014,US-TOTAL,Wind,181791389.22,2014-01-01,393096410.6,3764700270.75,147373361.667,10.95,52.539,0.52,30.85,0.91,0.377,0.279
349,2014,US-TOTAL,Wood and Wood Derived Fuels,43049861.71,2014-01-01,393096410.6,3764700270.75,147373361.667,10.95,52.539,0.52,30.85,0.91,0.377,0.279
350,2015,US-TOTAL,Coal,1352398199.0,2015-01-01,391341468.53,3758992392.54,148632855.0,10.908,54.402,2.382,34.59,4.65,0.908,0.81
351,2015,US-TOTAL,Geothermal,15917574.0,2015-01-01,391341468.53,3758992392.54,148632855.0,10.908,54.402,2.382,34.59,4.65,0.908,0.81
352,2015,US-TOTAL,Hydroelectric Conventional,249080085.0,2015-01-01,391341468.53,3758992392.54,148632855.0,10.908,54.402,2.382,34.59,4.65,0.908,0.81
353,2015,US-TOTAL,Natural Gas,1333482110.0,2015-01-01,391341468.53,3758992392.54,148632855.0,10.908,54.402,2.382,34.59,4.65,0.908,0.81
354,2015,US-TOTAL,Nuclear,797177877.0,2015-01-01,391341468.53,3758992392.54,148632855.0,10.908,54.402,2.382,34.59,4.65,0.908,0.81
355,2015,US-TOTAL,Other,14027807.0,2015-01-01,391341468.53,3758992392.54,148632855.0,10.908,54.402,2.382,34.59,4.65,0.908,0.81
356,2015,US-TOTAL,Other Biomass,21703372.0,2015-01-01,391341468.53,3758992392.54,148632855.0,10.908,54.402,2.382,34.59,4.65,0.908,0.81
357,2015,US-TOTAL,Other Gases,13116697.0,2015-01-01,391341468.53,3758992392.54,148632855.0,10.908,54.402,2.382,34.59,4.65,0.908,0.81
358,2015,US-TOTAL,Petroleum,28248750.0,2015-01-01,391341468.53,3758992392.54,148632855.0,10.908,54.402,2.382,34.59,4.65,0.908,0.81
359,2015,US-TOTAL,Pumped Storage,-5091488.0,2015-01-01,391341468.53,3758992392.54,148632855.0,10.908,54.402,2.382,34.59,4.65,0.908,0.81
360,2015,US-TOTAL,Solar Thermal and Photovoltaic,24892904.0,2015-01-01,391341468.53,3758992392.54,148632855.0,10.908,54.402,2.382,34.59,4.65,0.908,0.81
362,2015,US-TOTAL,Wind,190718548.0,2015-01-01,391341468.53,3758992392.54,148632855.0,10.908,54.402,2.382,34.59,4.65,0.908,0.81
363,2015,US-TOTAL,Wood and Wood Derived Fuels,41928506.0,2015-01-01,391341468.53,3758992392.54,148632855.0,10.908,54.402,2.382,34.59,4.65,0.908,0.81
364,2016,US-TOTAL,Coal,1239148654.0,2016-01-01,386509044.19,3762461627.65,150055190.917,10.799,54.915,2.896,31.42,1.48,-0.333,-0.431
365,2016,US-TOTAL,Geothermal,15825808.0,2016-01-01,386509044.19,3762461627.65,150055190.917,10.799,54.915,2.896,31.42,1.48,-0.333,-0.431
366,2016,US-TOTAL,Hydroelectric Conventional,267812152.0,2016-01-01,386509044.19,3762461627.65,150055190.917,10.799,54.915,2.896,31.42,1.48,-0.333,-0.431
367,2016,US-TOTAL,Natural Gas,1378306934.0,2016-01-01,386509044.19,3762461627.65,150055190.917,10.799,54.915,2.896,31.42,1.48,-0.333,-0.431
368,2016,US-TOTAL,Nuclear,805693948.0,2016-01-01,386509044.19,3762461627.65,150055190.917,10.799,54.915,2.896,31.42,1.48,-0.333,-0.431
369,2016,US-TOTAL,Other,13754234.0,2016-01-01,386509044.19,3762461627.65,150055190.917,10.799,54.915,2.896,31.42,1.48,-0.333,-0.431
370,2016,US-TOTAL,Other Biomass,21813231.0,2016-01-01,386509044.19,3762461627.65,150055190.917,10.799,54.915,2.896,31.42,1.48,-0.333,-0.431
371,2016,US-TOTAL,Other Gases,12807433.0,2016-01-01,386509044.19,3762461627.65,150055190.917,10.799,54.915,2.896,31.42,1.48,-0.333,-0.431
372,2016,US-TOTAL,Petroleum,24204806.0,2016-01-01,386509044.19,3762461627.65,150055190.917,10.799,54.915,2.896,31.42,1.48,-0.333,-0.431
373,2016,US-TOTAL,Pumped Storage,-6686127.0,2016-01-01,386509044.19,3762461627.65,150055190.917,10.799,54.915,2.896,31.42,1.48,-0.333,-0.431
374,2016,US-TOTAL,Solar Thermal and Photovoltaic,36054119.0,2016-01-01,386509044.19,3762461627.65,150055190.917,10.799,54.915,2.896,31.42,1.48,-0.333,-0.431
376,2016,US-TOTAL,Wind,226992562.0,2016-01-01,386509044.19,3762461627.65,150055190.917,10.799,54.915,2.896,31.42,1.48,-0.333,-0.431
377,2016,US-TOTAL,Wood and Wood Derived Fuels,40947229.0,2016-01-01,386509044.19,3762461627.65,150055190.917,10.799,54.915,2.896,31.42,1.48,-0.333,-0.431
378,2017,US-TOTAL,Coal,1205835275.0,2017-01-01,390322265.69,3723355980.05,151779384.833,11.047,54.552,2.532,32.31,2.37,0.067,-0.03
379,2017,US-TOTAL,Geothermal,15926774.0,2017-01-01,390322265.69,3723355980.05,151779384.833,11.047,54.552,2.532,32.31,2.37,0.067,-0.03
380,2017,US-TOTAL,Hydroelectric Conventional,300332931.0,2017-01-01,390322265.69,3723355980.05,151779384.833,11.047,54.552,2.532,32.31,2.37,0.067,-0.03
381,2017,US-TOTAL,Natural Gas,1296442492.0,2017-01-01,390322265.69,3723355980.05,151779384.833,11.047,54.552,2.532,32.31,2.37,0.067,-0.03
382,2017,US-TOTAL,Nuclear,804949635.0,2017-01-01,390322265.69,3723355980.05,151779384.833,11.047,54.552,2.532,32.31,2.37,0.067,-0.03
383,2017,US-TOTAL,Other,13096117.0,2017-01-01,390322265.69,3723355980.05,151779384.833,11.047,54.552,2.532,32.31,2.37,0.067,-0.03
384,2017,US-TOTAL,Other Biomass,21609892.0,2017-01-01,390322265.69,3723355980.05,151779384.833,11.047,54.552,2.532,32.31,2.37,0.067,-0.03
385,2017,US-TOTAL,Other Gases,12468967.0,2017-01-01,390322265.69,3723355980.05,151779384.833,11.047,54.552,2.532,32.31,2.37,0.067,-0.03
386,2017,US-TOTAL,Petroleum,21389944.0,2017-01-01,390322265.69,3723355980.05,151779384.833,11.047,54.552,2.532,32.31,2.37,0.067,-0.03
387,2017,US-TOTAL,Pumped Storage,-6494548.0,2017-01-01,390322265.69,3723355980.05,151779384.833,11.047,54.552,2.532,32.31,2.37,0.067,-0.03
