Year,Month,State,Data Status,R_rev,R_sales,R_cust,R_price,C_rev,C_sales,C_cust,C_price,I_rev,I_sales,I_cust,I_price,T_rev,T_sales,T_cust,T_price,O_rev,O_sales,O_cust,O_price,TOTAL_rev,TOTAL_sales,TOTAL_cust,TOTAL_price
2017,8,IA,Final,173060.03,1199548.8,1378047,14.43,121962.13,1066047.5,238676,11.44,159947.47,1973670.9,7877,8.1,0,0,0,0,.,.,.,.,454969.62,4239267.2,1624600,10.73
2017,8,ID,Final,76947.78,728694.83,729269,10.56,48217.29,587712.72,109231,8.2,80485.24,1086443,28386,7.41,0,0,0,0,.,.,.,.,205650.31,2402850.5,866886,8.56
2017,8,IL,Final,541035.23,4217634.9,5262212,12.83,417097.16,4574016.6,611757,9.12,245468.72,3733845.9,5699,6.57,3218.52,50844.81,3,6.33,.,.,.,.,1206819.6,12576342,5879671,9.6
2017,8,IN,Final,372203.54,3019632,2830817,12.33,233494.22,2211818.9,352795,10.56,288218.99,3887528.8,17933,7.41,181.83,1645.02,1,11.05,.,.,.,.,894098.57,9120624.7,3201546,9.8
2017,8,KS,Final,188191.32,1376742.4,1260677,13.67,168877.18,1516767.7,232212,11.13,83597.08,1090761.3,24857,7.66,0,0,0,0,.,.,.,.,440665.58,3984271.3,1517746,11.06
2017,8,KY,Final,263486.2,2436235.7,1973984,10.82,182204.04,1849176.2,305337,9.85,144145.84,2531912.6,7020,5.69,0,0,0,0,.,.,.,.,589836.07,6817324.6,2286341,8.65
2017,8,LA,Final,328675.67,3268625.2,2073319,10.06,209563.28,2343456.6,292060,8.94,183913.1,3222631.7,19835,5.71,108.26,1100.27,1,9.84,.,.,.,.,722260.32,8835813.8,2385215,8.17
2017,8,MA,Final,377585.86,1920606.8,2722543,19.66,393559.51,2422707.4,409028,16.24,85040.45,599589.04,10356,14.18,1493.25,28191.12,2,5.3,.,.,.,.,857679.07,4971094.3,3141929,17.25
2017,8,MD,Final,334674.56,2408419.3,2315947,13.9,283931.93,2681695.9,253253,10.59,28713.3,340539.53,8757,8.43,3271.36,43280.35,5,7.56,.,.,.,.,650591.15,5473935.1,2577962,11.89
2017,8,ME,Final,59802.01,374813.05,713670,15.96,42550.43,352133.19,100474,12.08,21123.16,223375.85,3140,9.46,0,0,0,0,.,.,.,.,123475.6,950322.1,817284,12.99
2017,8,MI,Final,474787.82,3037485.6,4342361,15.63,376784.21,3413946.5,543406,11.04,197443.88,2772017.4,6313,7.12,61,531.16,2,11.48,.,.,.,.,1049076.9,9223980.7,4892082,11.37
2017,8,MN,Final,243175.99,1768180.2,2410495,13.75,223508.24,2048524.3,293732,10.91,151100.71,1989428.8,9181,7.6,185.32,1882.97,1,9.84,.,.,.,.,617970.25,5808016.3,2713409,10.64
2017,8,MO,Final,414734.13,3138145.4,2775377,13.22,318163.97,2844168.1,383243,11.19,99840.07,1200561,8159,8.32,211.02,1810.24,2,11.66,.,.,.,.,832949.2,7184684.8,3166781,11.59
2017,8,MS,Final,212805.86,1959630.9,1290018,10.86,142090.59,1429539.5,234837,9.94,86528.32,1403231.8,11703,6.17,0,0,0,0,.,.,.,.,441424.78,4792402.3,1536558,9.21
2017,8,MT,Final,47977.26,424537.55,504316,11.3,42725.99,426546.36,107350,10.02,24882.13,424552.73,12153,5.86,0,0,0,0,.,.,.,.,115585.38,1275636.6,623819,9.06
2017,8,NC,Final,645540.88,5774477.1,4499910,11.18,408279.73,4735068.3,682754,8.62,163401.26,2520381,10110,6.48,32.66,385.12,1,8.48,.,.,.,.,1217254.5,13030312,5192775,9.34
2017,8,ND,Final,39052.76,323514.05,380727,12.07,50776.81,515722.19,74742,9.85,57688.3,749109.16,8792,7.7,0,0,0,0,.,.,.,.,147517.87,1588345.4,464261,9.29
2017,8,NE,Final,105950.51,874979.33,845547,12.11,79389.24,853195.01,152818,9.3,90044.51,1082160,64107,8.32,0,0,0,0,.,.,.,.,275384.26,2810334.4,1062472,9.8
2017,8,NH,Final,77232.07,402896.33,619404,19.17,58774.73,400761.21,107527,14.67,21526.18,176849.48,3212,12.17,0,0,0,0,.,.,.,.,157532.98,980507.02,730143,16.07
2017,8,NJ,Final,485531.45,3070312.7,3537148,15.81,458189.16,3531844.8,517998,12.97,68794.71,646645.68,11831,10.64,2525.12,27215.06,6,9.28,.,.,.,.,1015040.4,7276018.3,4066983,13.95
2017,8,NM,Final,92100.57,692504.05,885076,13.3,89815,839428.07,143502,10.7,46657.4,719962.99,9441,6.48,0,0,0,0,.,.,.,.,228572.97,2251895.1,1038019,10.15
2017,8,NV,Final,200693.84,1707382.3,1267031,11.75,95624.27,1178123.5,163614,8.12,93943.6,1140877.7,3617,8.23,76,780,1,9.74,.,.,.,.,390337.7,4027163.5,1434263,9.69
2017,8,NY,Final,935106.85,5037599.7,7145902,18.56,1124609.4,7049522.6,1092549,15.95,100730.99,1625131.8,6984,6.2,30833.27,225176.96,8,13.69,.,.,.,.,2191280.5,13937431,8245443,15.72
2017,8,OH,Final,605940.46,4708315.3,4932167,12.87,425529.62,4197761.5,628606,10.14,311403.77,4508124.5,18713,6.91,205.53,2696.14,2,7.62,.,.,.,.,1343079.4,13416898,5579488,10.01
2017,8,OK,Final,261108.81,2435208.6,1754989,10.72,165424.66,1962565.8,281587,8.43,89062.58,1593437.1,18913,5.59,0,0,0,0,.,.,.,.,515596.04,5991211.5,2055489,8.61
2017,8,OR,Final,173380.72,1594874.1,1729656,10.87,135900.16,1526877.1,234255,8.9,78687.13,1271153.1,25946,6.19,196.92,2099.97,2,9.38,.,.,.,.,388164.93,4395004.2,1989859,8.83
2017,8,PA,Final,680126.2,4749229.9,5359300,14.32,342411.86,3832614.1,698728,8.93,285565.28,4301933.6,22669,6.64,4348.75,62281,6,6.98,.,.,.,.,1312452.1,12946058,6080703,10.14
2017,8,RI,Final,55481.21,311567.44,444825,17.81,52362.2,338468.96,60133,15.47,9864.73,65796.65,1786,14.99,390.67,2289.76,1,17.06,.,.,.,.,118098.8,718122.81,506745,16.45
2017,8,SC,Final,420641.17,3172167,2260541,13.26,238303.76,2215323.7,374315,10.76,159254.59,2458300.8,4431,6.48,0,0,0,0,.,.,.,.,818199.52,7845791.6,2639287,10.43
2017,8,SD,Final,45951.66,366639.93,398168,12.53,41162.18,421158.24,71780,9.77,21475.8,267943.91,3972,8.02,0,0,0,0,.,.,.,.,108589.65,1055742.1,473920,10.29
2017,8,TN,Final,445464.98,4188456.1,2862971,10.64,354218.74,3335624.2,488224,10.62,133583.42,2223995.6,1174,6.01,0,0,0,0,.,.,.,.,933267.14,9748075.9,3352369,9.57
2017,8,TX,Final,1882305.4,17184478,10882647,10.95,1115591.4,13652802,1521867,8.17,578328.98,10722965,118211,5.39,1345.54,16978.1,3,7.93,.,.,.,.,3577571.3,41577224,12522728,8.6
2017,8,UT,Final,130640.58,1133841.3,1065364,11.52,103196.01,1151148.1,127304,8.96,49707.25,756022.09,9681,6.57,468.56,4485.19,1,10.45,.,.,.,.,284012.38,3045496.7,1202350,9.33
2017,8,VA,Final,512797.34,4208876.3,3402289,12.18,383504.64,4651222.7,421852,8.25,102034.42,1531646,3701,6.66,1444.54,17810.05,1,8.11,.,.,.,.,999780.94,10409555,3827843,9.6
2017,8,VT,Final,30577.91,172376.29,314849,17.74,25737.61,180240.72,56572,14.28,12468.72,122545.61,187,10.17,0,0,0,0,.,.,.,.,68784.25,475162.61,371608,14.48
2017,8,WA,Final,256473.45,2599300.9,3059103,9.87,217034.66,2590805,383594,8.38,105641.69,2190599.7,28675,4.82,63.51,694.38,6,9.15,.,.,.,.,579213.3,7381400,3471378,7.85
2017,8,WI,Final,261194.2,1784014.8,2680202,14.64,236202.87,2129483.1,351390,11.09,170001.91,2236499.7,5788,7.6,2.4,17,1,14.12,.,.,.,.,667401.37,6150014.7,3037381,10.85
2017,8,WV,Final,102925.33,881716.91,857611,11.67,64170.25,686576.1,144178,9.35,77684.87,1169554,11497,6.64,0,0,0,0,.,.,.,.,244780.44,2737847,1013286,8.94
2017,8,WY,Final,22837.17,189673.82,270525,12.04,31182.8,322873.02,58156,9.66,59205.7,882204.22,11023,6.71,0,0,0,0,.,.,.,.,113225.67,1394751.1,339704,8.12
2017,7,AK,Final,31392.55,143325.63,285972,21.9,40288.24,213539.54,53666,18.87,20044.23,120039.35,1388,16.7,0,0,0,0,.,.,.,.,91725.01,476904.52,341026,19.23
2017,7,AL,Final,422958.99,3394758.6,2218066,12.46,259559.12,2254235.7,370361,11.51,190330.38,2913719.2,8112,6.53,0,0,0,0,.,.,.,.,872848.5,8562713.5,2596539,10.19
2017,7,AR,Final,192227.39,1789796.2,1381810,10.74,102488.73,1168473,192174,8.77,102313.95,1526854,40853,6.7,5,37,2,13.51,.,.,.,.,397035.07,4485160.2,1614839,8.85
2017,7,AZ,Final,587369.62,4630404.3,2755598,12.69,349837.15,3051404,321661,11.46,87604,1184820.8,8227,7.39,74.72,663.43,2,11.26,.,.,.,.,1024885.5,8867292.4,3085488,11.56
2017,7,CA,Final,1854591.9,10013382,13293365,18.52,1878823.3,10823797,1666164,17.36,652369.69,4556154.6,141504,14.32,6711.45,71840.81,15,9.34,.,.,.,.,4392496.3,25465175,15101048,17.25
2017,7,CO,Final,251730.83,2021081,2287538,12.46,203015.15,1971882.1,371381,10.3,112322.25,1421996,16649,7.9,560.8,5780.92,1,9.7,.,.,.,.,567629.03,5420740.1,2675569,10.47
2017,7,CT,Final,256566.72,1270209.3,1494313,20.2,186853.72,1150150.9,153029,16.25,38341.68,283872.54,4385,13.51,1508.4,14269.4,3,10.57,.,.,.,.,483270.52,2718502.2,1651730,17.78
2017,7,DC,Final,35236.7,288216.4,268012,12.23,85917.14,769516.68,26143,11.17,1689.84,19919.75,1,8.48,3157.96,34850.92,3,9.06,.,.,.,.,126001.64,1112503.8,294159,11.33
2017,7,DE,Final,63357.85,501898.12,426352,12.62,38239.88,408501.09,54314,9.36,15837.14,209451.64,853,7.56,0,0,0,0,.,.,.,.,117434.88,1119850.9,481519,10.49
2017,7,FL,Final,1525117.4,13153134,9292513,11.6,828712.98,9045828,1216762,9.16,116827.44,1482124.6,21561,7.88,669.19,7869.54,2,8.5,.,.,.,.,2471327,23688956,10530838,10.43
2017,7,GA,Final,785252.85,6188706.2,4302857,12.69,463796.85,4547554.3,573570,10.2,191273.1,2808821.5,23706,6.81,880.7,14237.54,1,6.19,.,.,.,.,1441203.5,13559320,4900134,10.63
2017,7,HI,Final,69493.14,237547.98,432566,29.25,72411.97,273762.06,61518,26.45,73335.79,323977.59,786,22.64,0,0,0,0,.,.,.,.,215240.91,835287.63,494870,25.77
2017,7,IA,Final,206272.81,1436506.8,1374666,14.36,127053.6,1112710.7,238146,11.42,169235.65,2046907.1,7808,8.27,0,0,0,0,.,.,.,.,502562.07,4596124.6,1620620,10.93
2017,7,ID,Final,85709.96,815455.87,727531,10.51,49993.97,612059.6,109035,8.17,91833.96,1251146.9,28335,7.34,0,0,0,0,.,.,.,.,227537.89,2678662.3,864901,8.49
2017,7,IL,Final,624857.96,5085450.4,5257810,12.29,427994.22,4719825.4,611688,9.07,249095.04,3849307.7,5705,6.47,2573.07,39134.74,3,6.57,.,.,.,.,1304520.3,13693718,5875206,9.53
2017,7,IN,Final,405307.54,3327817.8,2828785,12.18,238094.44,2282935.3,352670,10.43,292458.38,3872362.4,17906,7.55,192.13,1786.77,1,10.75,.,.,.,.,936052.5,9484902.3,3199362,9.87
2017,7,KS,Final,227556.17,1666522.3,1267433,13.65,173984.2,1606811.3,232473,10.83,84413.11,1072666,24827,7.87,0,0,0,0,.,.,.,.,485953.49,4345999.6,1524733,11.18
2017,7,KY,Final,290785.39,2686825.8,1969452,10.82,184126.78,1873821.5,305165,9.83,144767.17,2448698.3,7021,5.91,0,0,0,0,.,.,.,.,619679.34,7009345.6,2281638,8.84
2017,7,LA,Final,334734.02,3274830,2077926,10.22,215473.63,2344488.5,292681,9.19,191846.36,3118897.7,19824,6.15,113.7,1177.58,1,9.66,.,.,.,.,742167.7,8739393.8,2390432,8.49
2017,7,MA,Final,392623.9,1990587.4,2768949,19.72,403330.58,2455267,409639,16.43,92117.12,650174.09,10292,14.17,1526.69,28176.67,2,5.42,.,.,.,.,889598.29,5124205.2,3188882,17.36
2017,7,MD,Final,387462.09,2858082,2313799,13.56,294171.08,2849659.3,253247,10.32,29776.07,365007.4,8752,8.16,3737.42,45022.83,5,8.3,.,.,.,.,715146.67,6117771.5,2575803,11.69
2017,7,ME,Final,60181.69,377825.11,712985,15.93,41802.34,349109.44,100328,11.97,20253.03,218662.32,3126,9.26,0,0,0,0,.,.,.,.,122237.07,945596.87,816439,12.93
2017,7,MI,Final,544132.42,3481680.4,4341385,15.63,397148.36,3647549.6,544937,10.89,191278.84,2632894.1,6263,7.27,62.52,523.62,2,11.94,.,.,.,.,1132622.1,9762647.6,4892587,11.6
2017,7,MN,Final,286463.52,2062461.8,2403607,13.89,248931.6,2193171,292832,11.35,153318.17,1954218.5,9082,7.85,193.33,1938.51,1,9.97,.,.,.,.,688906.61,6211789.9,2705522,11.09
2017,7,MO,Final,522313.31,3883934,2762939,13.45,334600.45,3061999.2,383025,10.93,101223.25,1194077.4,8144,8.48,213.94,1849.97,2,11.56,.,.,.,.,958350.94,8141860.5,3154110,11.77
2017,7,MS,Final,209142.69,1904985.7,1288240,10.98,139787.48,1400251.3,234846,9.98,87190.78,1408676.6,11313,6.19,0,0,0,0,.,.,.,.,436120.95,4713913.7,1534399,9.25
2017,7,MT,Final,47102.38,412873.02,503057,11.41,45575.99,447381.52,107128,10.19,23181.58,411655.78,11942,5.63,0,0,0,0,.,.,.,.,115859.95,1271910.3,622127,9.11
2017,7,NC,Final,681220.63,6181254.6,4493681,11.02,406095.31,4672154.5,682133,8.69,166375.03,2379308.2,10124,6.99,27.08,319.87,1,8.47,.,.,.,.,1253718.1,13233037,5185939,9.47
2017,7,ND,Final,41659.25,360087.55,380045,11.57,51927.05,543068.98,74630,9.56,60027.33,777172.26,8779,7.72,0,0,0,0,.,.,.,.,153613.63,1680328.8,463454,9.14
2017,7,NE,Final,127190.56,1061925.3,843891,11.98,84670.32,895259.35,152402,9.46,107399.48,1244504,63548,8.63,0,0,0,0,.,.,.,.,319260.35,3201688.6,1059841,9.97
2017,7,NH,Final,77614.12,409469.45,618904,18.95,58361.38,397819.47,107424,14.67,21016.26,172439.7,3216,12.19,0,0,0,0,.,.,.,.,156991.75,979728.62,729544,16.02
2017,7,NJ,Final,561712.24,3515182.5,3542319,15.98,470403.43,3656643.1,516359,12.86,68722.85,645516.7,11688,10.65,2295.72,25758.45,6,8.91,.,.,.,.,1103134.2,7843100.7,4070372,14.07
2017,7,NM,Final,104249.61,772216.58,879983,13.5,94739.91,852032.09,143509,11.12,45478.47,703947.06,9454,6.46,0,0,0,0,.,.,.,.,244467.99,2328195.7,1032946,10.5
2017,7,NV,Final,232943.75,2003468.4,1265047,11.63,97241.59,1229679.3,163554,7.91,87368.16,1148513.1,3618,7.61,82,892,1,9.19,.,.,.,.,417635.49,4382552.7,1432220,9.53
2017,7,NY,Final,979188.28,5209855.7,7141402,18.79,1150045,7141020.4,1091746,16.1,93875.64,1584947.7,6987,5.92,31262.02,229626.17,8,13.61,.,.,.,.,2254370.9,14165450,8240143,15.91
2017,7,OH,Final,669229.12,5211800.3,4932901,12.84,427973.78,4362891.4,628212,9.81,303023.4,4342651.6,18665,6.98,206.4,2831.86,2,7.29,.,.,.,.,1400432.7,13920175,5579780,10.06
2017,7,OK,Final,284544.98,2733807.9,1753414,10.41,171885.38,2046318.5,281712,8.4,92253.53,1607325.5,18903,5.74,0,0,0,0,.,.,.,.,548683.88,6387451.9,2054029,8.59
2017,7,OR,Final,164878.85,1516622.4,1726855,10.87,130835.62,1475485,233924,8.87,79134.87,1267741.5,25841,6.24,196.9,2119.98,2,9.29,.,.,.,.,375046.24,4261968.9,1986622,8.8
2017,7,PA,Final,715792.35,5031633.3,5347976,14.23,354188.69,3978096.5,698333,8.9,278122.59,4175571.9,22685,6.66,3984.94,58688.18,6,6.79,.,.,.,.,1352088.6,13243990,6069000,10.21
2017,7,RI,Final,55067.91,320104.37,444830,17.2,51732.67,342522.07,60177,15.1,9441.09,63652.99,1804,14.83,386.44,2221.2,1,17.4,.,.,.,.,116628.11,728500.63,506812,16.01
2017,7,SC,Final,435247.9,3338698.5,2256611,13.04,236388.41,2189946.2,374005,10.79,160937.91,2437575.1,4443,6.6,0,0,0,0,.,.,.,.,832574.22,7966219.8,2635059,10.45
2017,7,SD,Final,52242.67,416322.8,396711,12.55,43818.39,438027.35,71388,10,22338.98,276963.74,3942,8.07,0,0,0,0,.,.,.,.,118400.04,1131313.9,472041,10.47
2017,7,TN,Final,444431.9,4084119.4,2854267,10.88,352022.81,3283114.4,487874,10.72,133339.82,2184968.2,1160,6.1,0,0,0,0,.,.,.,.,929794.53,9552202,3343301,9.73
2017,7,TX,Final,1836262.8,16887299,10804116,10.87,1093761.9,13274866,1516979,8.24,587487.8,10635654,118269,5.52,1269,15556.1,3,8.16,.,.,.,.,3518781.5,40813375,12439367,8.62
2017,7,UT,Final,139688.58,1182737.4,1062449,11.81,104711.36,1141360.4,127114,9.17,57871.89,826361.87,9674,7,471.69,4558.51,1,10.35,.,.,.,.,302743.52,3155018.2,1199238,9.6
2017,7,VA,Final,579438.46,4757110.9,3403213,12.18,396280.65,4842304.3,422666,8.18,93852.45,1427718.7,3727,6.57,1331.6,17356.65,1,7.67,.,.,.,.,1070903.2,11044491,3829607,9.7
2017,7,VT,Final,30777.02,173303,313859,17.76,26082.79,177227.79,56393,14.72,12720.93,123202.21,188,10.33,0,0,0,0,.,.,.,.,69580.73,473733,370440,14.69
2017,7,WA,Final,253064.62,2555073.2,3031964,9.9,214307.42,2514432.8,380463,8.52,103522.74,2229183.9,27758,4.64,59.33,674.68,6,8.79,.,.,.,.,570954.1,7299364.6,3440191,7.82
2017,7,WI,Final,302620.82,2109989.2,2685438,14.34,239267.52,2175644.1,352443,11,170555.39,2161481.6,5702,7.89,2.9,21,1,13.81,.,.,.,.,712446.62,6447135.9,3043584,11.05
2017,7,WV,Final,109872.53,946882.87,857025,11.6,63910.89,693122.27,144039,9.22,75324.51,1140622.1,11529,6.6,0,0,0,0,.,.,.,.,249107.93,2780627.3,1012593,8.96
2017,7,WY,Final,27022.43,223219.29,270626,12.11,30918.83,317901.35,57971,9.73,61506.33,902004.3,10973,6.82,0,0,0,0,.,.,.,.,119447.58,1443124.9,339570,8.28
2017,6,AK,Final,30167.87,138509.55,286130,21.78,41413.28,206000.74,53564,20.1,18775.32,113102.17,1398,16.6,0,0,0,0,.,.,.,.,90356.47,457612.45,341092,19.75
2017,6,AL,Final,343833.52,2699711.6,2217051,12.74,237403.5,2034190.5,370616,11.67,181531.78,2821083.8,8093,6.43,0,0,0,0,.,.,.,.,762768.79,7554985.9,2595760,10.1
2017,6,AR,Final,157046.14,1452342,1381581,10.81,94924.6,1069512.5,192203,8.88,95613.36,1495293.7,36573,6.39,4.09,36.1,2,11.34,.,.,.,.,347588.19,4017184.3,1610359,8.65
2017,6,AZ,Final,517719.43,4110405,2754759,12.6,320688.84,2872298.1,321794,11.16,79986.81,1135758.8,8283,7.04,74.44,652.23,2,11.41,.,.,.,.,918469.52,8119114.1,3084838,11.31
2017,6,CA,Final,1510511.5,7898139.3,13768799,19.12,1828459.8,10767441,1717810,16.98,671801.46,4508518.8,150345,14.9,6435.85,75939.36,15,8.48,.,.,.,.,4017208.7,23250038,15636969,17.28
2017,6,CO,Final,211820.82,1659508.3,2284976,12.76,191303.96,1796948.8,371247,10.65,102995.73,1311575.5,16654,7.85,596.96,5498.93,1,10.86,.,.,.,.,506717.46,4773531.5,2672878,10.62
2017,6,CT,Final,201370.91,984962.44,1495564,20.44,171566.96,1064596.5,153021,16.12,37096.86,288943.33,4393,12.84,1773.22,15440.86,3,11.48,.,.,.,.,411807.95,2353943.1,1652981,17.49
2017,6,DC,Final,27931.84,221876.37,267538,12.59,84868.8,726469.04,26123,11.68,1301.45,15597.13,1,8.34,2783.74,28920.02,3,9.63,.,.,.,.,116885.82,992862.56,293665,11.77
2017,6,DE,Final,49345.89,370914.73,426171,13.3,34900.29,359237.46,54278,9.72,16500.78,209542.34,856,7.87,0,0,0,0,.,.,.,.,100746.96,939694.54,481305,10.72
2017,6,FL,Final,1340206.5,11423436,9282976,11.73,791219.11,8489146.6,1216355,9.32,112176.19,1430248,21566,7.84,642,7512.61,2,8.55,.,.,.,.,2244243.8,21350343,10520899,10.51
2017,6,GA,Final,637876.64,5039279.6,4298651,12.66,417060.65,4140960.8,573185,10.07,172445.7,2772137,23656,6.22,797.58,13683.39,1,5.83,.,.,.,.,1228180.6,11966061,4895493,10.26
2017,6,HI,Final,65126,213868.55,432402,30.45,69664.58,258978.48,61496,26.9,70596.71,306613.49,780,23.02,0,0,0,0,.,.,.,.,205387.29,779460.51,494678,26.35
2017,6,IA,Final,166282.84,1215842.1,1374634,13.68,114082.39,1068215.3,238010,10.68,145522.23,1982181.5,7865,7.34,0,0,0,0,.,.,.,.,425887.47,4266238.9,1620509,9.98
2017,6,ID,Final,67013.15,591609.1,726137,11.33,48559.53,522165.69,108964,9.3,85409.62,1088837.4,28353,7.84,0,0,0,0,.,.,.,.,200982.3,2202612.2,863454,9.12
2017,6,IL,Final,553395.98,4211556.6,5257676,13.14,398734.22,4298579.1,610978,9.28,245471.72,3707142,5725,6.62,2648.89,40865.97,3,6.48,.,.,.,.,1200250.8,12258144,5874382,9.79
2017,6,IN,Final,340307.33,2750359.7,2829305,12.37,220990.14,2078855.3,352227,10.63,281104.66,3775134.7,17926,7.45,182.91,1669.52,1,10.96,.,.,.,.,842585.04,8606019.2,3199459,9.79
2017,6,KS,Final,177435.92,1303199.2,1260402,13.62,154931.35,1392989.9,232567,11.12,72524.14,977467.93,24851,7.42,0,0,0,0,.,.,.,.,404891.42,3673657.1,1517820,11.02
2017,6,KY,Final,230205.62,2118507.8,1971280,10.87,166211.41,1687808.1,304655,9.85,137610.58,2408642.9,7014,5.71,0,0,0,0,.,.,.,.,534027.61,6214958.8,2282949,8.59
2017,6,LA,Final,278182.6,2665786.4,2077758,10.44,203319.3,2150978.1,292814,9.45,191127.58,3236626.7,19838,5.91,110.65,1048.21,1,10.56,.,.,.,.,672740.12,8054439.4,2390411,8.35
2017,6,MA,Final,314666.23,1603532.3,2790718,19.62,363420.29,2230689.7,412921,16.29,81032.16,576571.04,10412,14.05,1441.62,27085.81,2,5.32,.,.,.,.,760560.29,4437878.9,3214053,17.14
2017,6,MD,Final,324653.71,2288493.4,2311963,14.19,277601.76,2616438.8,253031,10.61,26020.51,320857.42,8751,8.11,3752.87,45034.21,5,8.33,.,.,.,.,632028.84,5270823.8,2573750,11.99
2017,6,ME,Final,57688.77,359539.61,713515,16.05,40076.32,340826.61,100151,11.76,20485.46,226895.51,3131,9.03,0,0,0,0,.,.,.,.,118250.54,927261.73,816797,12.75
2017,6,MI,Final,458545.12,2903923.4,4342398,15.79,384880.71,3477628.2,543964,11.07,187479.25,2571662.5,6227,7.29,64.39,540.89,2,11.9,.,.,.,.,1030969.5,8953755,4892591,11.51
2017,6,MN,Final,243011.72,1756588.6,2404838,13.83,224532.67,2018844.6,292706,11.12,147693.11,1882807.1,9158,7.84,182.53,1690.65,1,10.8,.,.,.,.,615420.03,5659930.9,2706703,10.87
2017,6,MO,Final,404887.28,2990595.4,2769236,13.54,295463.44,2692081,382116,10.98,94226.88,1138378.9,8183,8.28,204.46,1737.09,2,11.77,.,.,.,.,794782.06,6822792.5,3159537,11.65
2017,6,MS,Final,173752.37,1537230.9,1286437,11.3,129198.77,1267491.3,235802,10.19,84580.03,1361461.3,11763,6.21,0,0,0,0,.,.,.,.,387531.17,4166183.4,1534002,9.3
2017,6,MT,Final,38619.84,334965.03,502841,11.53,41571.88,399372.62,106980,10.41,20614.78,380610.79,11628,5.42,0,0,0,0,.,.,.,.,100806.5,1114948.4,621449,9.04
2017,6,NC,Final,551359.59,5049591.1,4487533,10.92,364896.09,4432957.9,681308,8.23,143432.75,2295364.2,10125,6.25,26.81,320.72,1,8.36,.,.,.,.,1059715.2,11778234,5178967,9
2017,6,ND,Final,35556.86,291741.53,379473,12.19,48580.8,496666.86,74594,9.78,57499.23,734910.37,8767,7.82,0,0,0,0,.,.,.,.,141636.89,1523318.8,462834,9.3
2017,6,NE,Final,98542.13,818636.18,844002,12.04,77788.39,815124,151890,9.54,86945.58,1069863.6,63948,8.13,0,0,0,0,.,.,.,.,263276.1,2703623.8,1059840,9.74
2017,6,NH,Final,66186.42,342997.77,618630,19.3,54634.32,367582.28,107619,14.86,20147,167421.41,3217,12.03,0,0,0,0,.,.,.,.,140967.74,878001.46,729466,16.06
2017,6,NJ,Final,429603.82,2699308.4,3537112,15.92,441692.88,3323897,519258,13.29,70262.44,631732.5,11813,11.12,2366.72,25334.01,6,9.34,.,.,.,.,943925.85,6680272,4068189,14.13
2017,6,NM,Final,83727.89,626956.48,879836,13.35,90440.4,835514.3,143287,10.82,41675.44,674225.99,9532,6.18,0,0,0,0,.,.,.,.,215843.73,2136696.8,1032655,10.1
2017,6,NV,Final,177824.13,1529307.5,1264574,11.63,83492.47,1105568.4,163513,7.55,86468.6,1180099.6,3638,7.33,62,726,1,8.54,.,.,.,.,347847.2,3815701.4,1431726,9.12
2017,6,NY,Final,758927.34,4049597.9,7143784,18.74,1009274.4,6324957.4,1090759,15.96,90130.09,1475644.9,6994,6.11,31193.07,226546.28,8,13.77,.,.,.,.,1889524.9,12076747,8241545,15.65
2017,6,OH,Final,546416.84,4225286.4,4934486,12.93,409397.1,4104782,627933,9.97,298730.32,4310103.3,18704,6.93,199.7,2709.78,2,7.37,.,.,.,.,1254744,12642882,5581125,9.92
2017,6,OK,Final,230609.23,2161193.2,1752227,10.67,160729.46,1934324.2,281453,8.31,90201.85,1633308.7,18936,5.52,0,0,0,0,.,.,.,.,481540.53,5728826,2052616,8.41
2017,6,OR,Final,144280.84,1323478.7,1726613,10.9,120288.3,1358820.3,233779,8.85,72321.59,1199157,25870,6.03,195.63,2087.47,2,9.37,.,.,.,.,337086.35,3883543.6,1986264,8.68
2017,6,PA,Final,573395.39,3972368.2,5354887,14.43,318946.2,3557540.5,698562,8.97,263826.64,3999446.2,22745,6.6,4985.91,66809.55,6,7.46,.,.,.,.,1161154.1,11596164,6076200,10.01
2017,6,RI,Final,41462.59,248752.23,445530,16.67,47207.21,325844.03,60330,14.49,9552.32,67831.98,1804,14.08,372.37,2174.57,1,17.12,.,.,.,.,98594.48,644602.82,507665,15.3
2017,6,SC,Final,362813.41,2720109.6,2254841,13.34,214840.29,1993183.1,374036,10.78,143201.21,2251493.4,4438,6.36,0,0,0,0,.,.,.,.,720854.91,6964786,2633315,10.35
2017,6,SD,Final,43216.01,341828.36,396722,12.64,40001.83,394772.03,71356,10.13,20082.29,257136.44,3958,7.81,0,0,0,0,.,.,.,.,103300.12,993736.83,472036,10.4
2017,6,TN,Final,364717.79,3323923.2,2854264,10.97,322200.58,2978182.6,485156,10.82,125031.23,2116134.6,1170,5.91,0,0,0,0,.,.,.,.,811949.61,8418240.4,3340590,9.65
2017,6,TX,Final,1556300.7,14106725,10845046,11.03,1056190,12616140,1518149,8.37,573289.83,10556941,117343,5.43,1232.43,15197.1,3,8.11,.,.,.,.,3187012.9,37295003,12480541,8.55
2017,6,UT,Final,103032.06,905682.93,1062115,11.38,100756.99,1072911.5,126875,9.39,57693.06,821439.05,9656,7.02,493.39,4839.52,1,10.2,.,.,.,.,261975.5,2804873,1198647,9.34
