Net generation for all sectors monthly
https://www.eia.gov/electricity/data/browser/#/topic/0?agg=0,1&geo=g&freq=M&start=200101&end=202207&ctype=linechart&ltype=pin&rtype=s&maptype=0&rse=0&pin=
20:09:20 GMT-0400 (Eastern Daylight Time)
Source: U.S. Energy Information Administration
Month,United States : all fuels (utility-scale) thousand megawatthours
Jul 2022,424685.29001
Jun 2022,379680.35779
May 2022,343502.1904
Apr 2022,304348.70875
Mar 2022,325952.00237
Feb 2022,327766.84566
Jan 2022,378966.70227
Dec 2021,339684.01694
Nov 2021,315494.9169
Oct 2021,319638.39591
Sep 2021,348200.65146
Aug 2021,413353.17594
Jul 2021,404748.71649
Jun 2021,373754.40496
May 2021,318858.51256
Apr 2021,292503.53923
Mar 2021,312284.62148
Feb 2021,326223.38864
Jan 2021,350795.81266
Dec 2020,344523.41279
Nov 2020,301402.9637
Oct 2020,313703.43883
Sep 2020,333493.03669
Aug 2020,398535.59244
Jul 2020,409871.25996
Jun 2020,351967.18981
May 2020,304836.8258
Apr 2020,279846.21376
Mar 2020,309869.69613
Feb 2020,319698.10627
Jan 2020,342019.10952
Dec 2019,338536.1584
Nov 2019,315897.35204
Oct 2019,320517.64482
Sep 2019,360759.56925
Aug 2019,401731.65456
Jul 2019,410364.89139
Jun 2019,353239.3549
May 2019,330660.82267
Apr 2019,296952.61144
Mar 2019,326903.25259
Feb 2019,315281.73224
Jan 2019,359728.83511
Dec 2018,342292.23263
Nov 2018,322466.03384
Oct 2018,325070.15013
Sep 2018,356557.95968
Aug 2018,408352.1497
Jul 2018,411616.68565
Jun 2018,372145.08425
May 2018,339228.26158
Apr 2018,301056.94542
Mar 2018,321765.18971
Feb 2018,307057.65745
Jan 2018,373379.35268
Dec 2017,350563.35929
Nov 2017,308188.6823
Oct 2017,318731.20109
Sep 2017,336003.83612
Aug 2017,384837.27633
Jul 2017,404537.00981
Jun 2017,358630.10216
May 2017,323494.02168
Apr 2017,295461.51816
Mar 2017,319469.28011
Feb 2017,291112.63811
Jan 2017,344413.96966
Dec 2016,345389.34354
Nov 2016,297065.26075
Oct 2016,312939.72788
Sep 2016,351560.04384
Aug 2016,409861.38602
Jul 2016,412043.3651
Jun 2016,367903.54176
May 2016,316866.99237
Apr 2016,292986.59764
Mar 2016,304427.42189
Feb 2016,313816.4003
Jan 2016,352713.71943
Dec 2015,324536.1236
Nov 2015,300779.39425
Oct 2015,312210.41568
Sep 2015,350190.22629
Aug 2015,392241.71845
Jul 2015,400534.56759
Jun 2015,362493.0664
May 2015,322189.10137
Apr 2015,294177.18729
Mar 2015,324313.51714
Feb 2015,334595.61098
Jan 2015,360452.84324
Dec 2014,337952.98061
Nov 2014,317491.36447
Oct 2014,314518.00875
Sep 2014,339882.6659
Aug 2014,384336.56063
Jul 2014,385775.44987
Jun 2014,357840.17847
May 2014,324719.30714
Apr 2014,297628.2622
Mar 2014,331820.9692
Feb 2014,324347.01617
Jan 2014,377251.37842
Dec 2013,353021.24773
Nov 2013,314539.64185
Oct 2013,314925.46247
Sep 2013,340940.90155
Aug 2013,385285.74515
Jul 2013,394845.6208
Jun 2013,356822.64723
May 2013,322155.64042
Apr 2013,299332.86831
Mar 2013,325398.83402
Feb 2013,309728.08
Jan 2013,348967.37792
Dec 2012,334634.74915
Nov 2012,305975.85101
Oct 2012,311651.9307
Sep 2012,334585.56266
Aug 2012,395699.74917
Jul 2012,414641.21748
Jun 2012,360825.3809
May 2012,336516.15597
Apr 2012,295229.20493
Mar 2012,309089.55207
Feb 2012,309389.43252
Jan 2012,339526.48011
Dec 2011,335740.46276
Nov 2011,304102.15444
Oct 2011,308698.50358
Sep 2011,337931.3176
Aug 2011,406511.31471
Jul 2011,418692.75464
Jun 2011,367727.015
May 2011,323628.23805
Apr 2011,302400.72444
Mar 2011,318709.9409
Feb 2011,313126.60705
Jan 2011,362871.89295
Dec 2010,362119.08129
Nov 2010,306009.62912
Oct 2010,307920.69056
Sep 2010,346045.17182
Aug 2010,408884.15537
Jul 2010,409725.44035
Jun 2010,375759.47838
May 2010,327936.49155
Apr 2010,287800.22656
Mar 2010,312167.64032
Feb 2010,319734.72667
Jan 2010,360957.16695
